id,@context,@type,@id,name,image,description,sku,gtin13,brand.@type,brandname,url,offers.@type,offers.url,offers.priceCurrency,offers.price,offers.itemCondition,offers.availability,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.ratingCount,aggregateRating.reviewCount,dt_created,kategori
3136,https://schema.org/,Product,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629#baseproduct,"VOOP Collagen Tip 1 Ve Tip 3 5500 Mg Nar Aromalı Hyaluronic Asit+q10+biotin+çinko One Shot 1x40 ml","https://cdn.dsmcdn.com/ty988/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174601/891125955/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty987/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174632/891125955/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty988/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174672/8",""VOOP Collagen Tip 1 Ve Tip 3 5500 Mg Nar Aromalı Hyaluronic Asit+q10+biotin+çinko One Shot 1x40 ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",673685629,8682887519343,Brand,VOOP,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629,Offer,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629,TRY,34.5,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,2402,2337,"2023-12-13 00:07:03",kolajen-x-c109664
3137,https://schema.org/,Product,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851#baseproduct,"Schüssler Dr. Tuzları Nr; 10 | Natriumsulfuricum | 400 Tablet",https://cdn.dsmcdn.com/ty465/product/media/images/20220701/17/133471719/213199146/1/1_org_zoom.jpg,""Schüssler Dr. Tuzları Nr; 10 | Natriumsulfuricum | 400 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",127508851,868047433010O,Brand,Schüssler,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851,Offer,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851,TRY,255,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,29,18,"2023-12-13 00:07:05",mineral-x-c106093
3138,https://schema.org/,Product,https://www.trendyol.com/imuneks/lacneferex-60-kapsul-p-33954799#baseproduct,"Imuneks Lacneferex 60 Kapsül",https://cdn.dsmcdn.com/ty954/product/media/images/20230620/14/387370641/60865558/1/1_org_zoom.jpg,""Imuneks Lacneferex 60 Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",33954799,8680176000466,Brand,Imuneks,https://www.trendyol.com/imuneks/lacneferex-60-kapsul-p-33954799,Offer,https://www.trendyol.com/imuneks/lacneferex-60-kapsul-p-33954799,TRY,248,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,523,339,"2023-12-13 00:07:08",mineral-x-c106093
3139,https://schema.org/,Product,https://www.trendyol.com/day2day/the-collagen-mag-plus-cilek-ve-karpuz-aromali-takviye-edici-gida-9700mg-30-sase-p-665706329#baseproduct,"DAY2DAY The Collagen Mag Plus Çilek Ve Karpuz Aromalı Takviye Edici Gıda 9700mg 30 Şase",https://cdn.dsmcdn.com/ty766/product/media/images/20230308/16/299259960/880771320/1/1_org_zoom.jpg,""DAY2DAY The Collagen Mag Plus Çilek Ve Karpuz Aromalı Takviye Edici Gıda 9700mg 30 Şase yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",665706329,O8697595876220,Brand,DAY2DAY,https://www.trendyol.com/day2day/the-collagen-mag-plus-cilek-ve-karpuz-aromali-takviye-edici-gida-9700mg-30-sase-p-665706329,Offer,https://www.trendyol.com/day2day/the-collagen-mag-plus-cilek-ve-karpuz-aromali-takviye-edici-gida-9700mg-30-sase-p-665706329,TRY,640,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,149,89,"2023-12-13 00:07:14",kolajen-x-c109664
3140,https://schema.org/,Product,https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-77622550#baseproduct,"Natures Supreme Beauty Collagen Powder 120 gr","https://cdn.dsmcdn.com/ty292/product/media/images/20220110/17/24531301/132140430/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty293/product/media/images/20220110/17/24531301/132140430/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty291/product/media/images/20220110/17/24531301/132140430/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty292/product/media/images/20220110/17/24531301/132140430/4/4_org_zoom.jpg",""Natures Supreme Beauty Collagen Powder 120 gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",77622550,8681763382361,Brand,"Natures Supreme",https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-77622550,Offer,https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-77622550,TRY,239,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,39,25,"2023-12-13 00:07:23",kolajen-x-c109664
3141,https://schema.org/,Product,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794#baseproduct,"Vitabiotics Feroglobin Liquid","https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353509/236510201/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353491/236510201/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353505/236510201/2/2_org_zoom.jpg",""Vitabiotics Feroglobin Liquid yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",138659794,5021265251070,Brand,Vitabiotics,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794,Offer,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794,TRY,146.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,91,50,"2023-12-13 00:07:24",mineral-x-c106093
3142,https://schema.org/,Product,https://www.trendyol.com/suda-collagen/fxone-tip-i-ii-iii-collagen-tablet-p-309290430#baseproduct,"Suda Collagen Fxone Tip I-ıı-ııı Collagen Tablet",https://cdn.dsmcdn.com/ty448/product/media/images/20220605/22/121345376/493667470/1/1_org_zoom.jpg,""Suda Collagen Fxone Tip I-ıı-ııı Collagen Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",309290430,8681571357568,Brand,"Suda Collagen",https://www.trendyol.com/suda-collagen/fxone-tip-i-ii-iii-collagen-tablet-p-309290430,Offer,https://www.trendyol.com/suda-collagen/fxone-tip-i-ii-iii-collagen-tablet-p-309290430,TRY,243.8,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,268,170,"2023-12-13 00:07:25",kolajen-x-c109664
3143,https://schema.org/,Product,https://www.trendyol.com/natures-supreme/magnesium-bisglycinate-120-mg-60-tablet-p-288886521#baseproduct,"Natures Supreme Magnesium Bisglycinate 120 Mg 60 Tablet","https://cdn.dsmcdn.com/ty412/product/media/images/20220427/1/98871990/460318281/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty413/product/media/images/20220427/1/98871990/460318281/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty413/product/media/images/20220427/1/98871990/460318281/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty412/product/media/images/20220427/1/98871990/460318281/4/4_org_zoom.jpg', '",""Natures Supreme Magnesium Bisglycinate 120 Mg 60 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",288886521,8681763382989,Brand,"Natures Supreme",https://www.trendyol.com/natures-supreme/magnesium-bisglycinate-120-mg-60-tablet-p-288886521,Offer,https://www.trendyol.com/natures-supreme/magnesium-bisglycinate-120-mg-60-tablet-p-288886521,TRY,219,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,90,52,"2023-12-13 00:07:25",mineral-x-c106093
3144,https://schema.org/,Product,https://www.trendyol.com/barbaris/liquid-collagen-takviye-edici-gida-10x50-ml-p-38883385#baseproduct,"Barbaris Liquid Collagen Takviye Edici Gıda 10x50 Ml","https://cdn.dsmcdn.com/ty1000/product/media/images/prod/SPM/PIM/20230918/15/322994cc-4341-310d-9fea-3b763d4d6ec8/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230918/15/268383e1-fe2e-352f-8672-e48d8417f0b4/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1000/product/media/images/prod/SPM/PIM/20230918/15/714eb111-2965-3504-999e-d51f32df9f9c/1_org_zoom.jpg', 'https:/",""Barbaris Liquid Collagen Takviye Edici Gıda 10x50 Ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",38883385,4710944881158,Brand,Barbaris,https://www.trendyol.com/barbaris/liquid-collagen-takviye-edici-gida-10x50-ml-p-38883385,Offer,https://www.trendyol.com/barbaris/liquid-collagen-takviye-edici-gida-10x50-ml-p-38883385,TRY,660,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,579,416,"2023-12-13 00:07:27",kolajen-x-c109664
3145,https://schema.org/,Product,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899#baseproduct,"Onvita Krom Pikolinat 200 Mcg","https://cdn.dsmcdn.com/ty1015/product/media/images/prod/SPM/PIM/20231014/10/67bb9232-9e96-3464-967f-e3a105d4b57b/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1016/product/media/images/prod/SPM/PIM/20231014/10/abc8254d-c862-3ee4-8302-cd08c4e1525b/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1014/product/media/images/prod/SPM/PIM/20231014/10/5cb8863c-b412-3622-8281-63b279472d9f/1_org_zoom.jpg",""Onvita Krom Pikolinat 200 Mcg yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",143490899,8683148630043,Brand,Onvita,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899,Offer,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899,TRY,67.6,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,958,664,"2023-12-13 00:07:28",mineral-x-c106093
3146,https://schema.org/,Product,https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-66294338#baseproduct,"Natures Supreme Beauty Collagen Powder 120 gr","https://cdn.dsmcdn.com/ty291/product/media/images/20220110/17/24518458/115428149/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty291/product/media/images/20220110/17/24518458/115428149/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty292/product/media/images/20220110/17/24518458/115428149/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty293/product/media/images/20220110/17/24518458/115428149/4/4_org_zoom.jpg",""Natures Supreme Beauty Collagen Powder 120 gr yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",66294338,8681763382378,Brand,"Natures Supreme",https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-66294338,Offer,https://www.trendyol.com/natures-supreme/beauty-collagen-powder-120-gr-p-66294338,TRY,239,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.1,23,18,"2023-12-13 00:07:29",kolajen-x-c109664
3147,https://schema.org/,Product,https://www.trendyol.com/dermoexpress/ledapharma-multivitamin-mineral-30-tablet-2-urun-1-tl-p-777053565#baseproduct,"DermoExpress Ledapharma Multivitamin Mineral 30 Tablet __ 2. Ürün 1 Tl.","https://cdn.dsmcdn.com/ty1036/product/media/images/prod/SPM/PIM/20231108/23/60566b51-9824-306c-98c0-13dea3e6b19e/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1037/product/media/images/prod/SPM/PIM/20231108/23/b955060c-55f6-369d-96b3-0656027af069/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1035/product/media/images/prod/SPM/PIM/20231108/23/30054d6e-9854-3402-abc3-2c5e030ba6aa/1_org_zoom.jpg",""DermoExpress Ledapharma Multivitamin Mineral 30 Tablet __ 2. Ürün 1 Tl. yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",777053565,DermoExpress869953265212,Brand,DermoExpress,https://www.trendyol.com/dermoexpress/ledapharma-multivitamin-mineral-30-tablet-2-urun-1-tl-p-777053565,Offer,https://www.trendyol.com/dermoexpress/ledapharma-multivitamin-mineral-30-tablet-2-urun-1-tl-p-777053565,TRY,150,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,6,6,"2023-12-13 00:07:29",mineral-x-c106093
3148,https://schema.org/,Product,https://www.trendyol.com/voop/collagen-beauty-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-30-sase-7-gr-p-120184998#baseproduct,"VOOP Collagen Beauty Tip 1 ve Tip 3 5500 mg Nar Aromalı Hyaluronic Asit+Q10+Biotin+Çinko 30 Saşe 7 gr","https://cdn.dsmcdn.com/ty1055/product/media/images/prod/SPM/PIM/20231120/10/e682b2a0-b474-3858-b51d-9245b1288936/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1055/product/media/images/prod/SPM/PIM/20231120/10/715aa99a-8d45-3296-88cb-dca42cd5a7d7/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1055/product/media/images/prod/SPM/PIM/20231120/10/07763ac1-ee9d-372e-bc6e-9660e84813ea/1_org_zoom.jpg', 'https:/",""VOOP Collagen Beauty Tip 1 ve Tip 3 5500 mg Nar Aromalı Hyaluronic Asit+Q10+Biotin+Çinko 30 Saşe 7 gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",120184998,8682887519039,Brand,VOOP,https://www.trendyol.com/voop/collagen-beauty-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-30-sase-7-gr-p-120184998,Offer,https://www.trendyol.com/voop/collagen-beauty-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-30-sase-7-gr-p-120184998,TRY,478.37,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,370,266,"2023-12-13 00:07:30",kolajen-x-c109664
3149,https://schema.org/,Product,https://www.trendyol.com/venatura/unisex-cocuk-kids-magnezyum-100-ml-p-33989985#baseproduct,"Venatura Unisex Çocuk Kids Magnezyum 100 ml",https://cdn.dsmcdn.com/ty104/product/media/images/20210412/13/79467600/60910634/1/1_org_zoom.jpg,""Venatura Unisex Çocuk Kids Magnezyum 100 ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",33989985,8680131759538,Brand,Venatura,https://www.trendyol.com/venatura/unisex-cocuk-kids-magnezyum-100-ml-p-33989985,Offer,https://www.trendyol.com/venatura/unisex-cocuk-kids-magnezyum-100-ml-p-33989985,TRY,150.7,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.1,110,67,"2023-12-13 00:07:30",mineral-x-c106093
3150,https://schema.org/,Product,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350#baseproduct,"Venatura Magnezyum Sitrat Ve P5p (vitamin B6) 90 Kapsül","https://cdn.dsmcdn.com/ty401/product/media/images/20220414/14/91647268/448983722/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty397/product/media/images/20220414/14/91647268/448983722/2/2_org_zoom.jpg",""Venatura Magnezyum Sitrat Ve P5p (vitamin B6) 90 Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",282144350,8683229901055,Brand,Venatura,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350,Offer,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350,TRY,264.02,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,414,249,"2023-12-13 00:07:32",mineral-x-c106093
3151,https://schema.org/,Product,https://www.trendyol.com/nutraxin/hidrolize-collagen-powder-300-gr-p-241326684#baseproduct,"Nutraxin Hidrolize Collagen Powder 300 gr",https://cdn.dsmcdn.com/ty1079/product/media/images/prod/SPM/PIM/20231205/17/8e7786f5-3f20-39fa-8673-cd5c4f42d6e7/1_org_zoom.jpg,""Nutraxin Hidrolize Collagen Powder 300 gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",241326684,8680512631149,Brand,Nutraxin,https://www.trendyol.com/nutraxin/hidrolize-collagen-powder-300-gr-p-241326684,Offer,https://www.trendyol.com/nutraxin/hidrolize-collagen-powder-300-gr-p-241326684,TRY,317.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,1552,1029,"2023-12-13 00:07:32",kolajen-x-c109664
3152,https://schema.org/,Product,https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383#baseproduct,"Natures Bounty Evening Primrose Oil 1000 Mg",https://cdn.dsmcdn.com/ty1006/product/media/images/prod/SPM/PIM/20230927/12/0bd28bc9-2cc4-32ac-bbc5-720af3b70aa4/1_org_zoom.jpg,""Natures Bounty Evening Primrose Oil 1000 Mg yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",4080383,074312073731,Brand,"Natures Bounty",https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383,Offer,https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383,TRY,290,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,134,67,"2023-12-13 00:07:34",mineral-x-c106093
3153,https://schema.org/,Product,https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249#baseproduct,"One Up Multi Collagen 300 gr Aromasız","https://cdn.dsmcdn.com/ty1003/product/media/images/prod/PIM/20230925/09/f4ebd0a5-381d-4ac7-a55c-8bb3b989c440/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1004/product/media/images/prod/PIM/20230925/09/a3d8db5b-ef17-4195-857d-53f6732c14ac/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1002/product/media/images/prod/PIM/20230925/09/566c6b6d-10a5-4ae0-92b8-e3ee6de74bdf/1_org_zoom.jpg",""One Up Multi Collagen 300 gr Aromasız yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",73702249,8681763382569,Brand,"One Up",https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249,Offer,https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249,TRY,349,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,84,45,"2023-12-13 00:07:34",kolajen-x-c109664
3154,https://schema.org/,Product,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575#baseproduct,""goodday FERRO' C 60 KAPSÜL TAKVİYE EDİCİ GIDA"","https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230915/20/b0163f88-8ed7-35eb-a8e8-9fa2b1c76e1f/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230915/20/87d1712d-e65b-3792-894d-30afb4ca82d1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty999/product/media/images/prod/SPM/PIM/20230915/20/fc0256e8-fe31-39b3-a8eb-c2227208e2d4/1_org_zoom.jpg', 'https://",""goodday FERRO' C 60 KAPSÜL TAKVİYE EDİCİ GIDA yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",753708575,8682325885887,Brand,goodday,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575,Offer,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575,TRY,210,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,3,3,"2023-12-13 00:07:35",mineral-x-c106093
3155,https://schema.org/,Product,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395#baseproduct,"Schüssler Drç Tuzları Nr:9 Natrium Phosphoricum 400 Tablet","https://cdn.dsmcdn.com/ty333/product/media/images/20220218/19/53228937/92903819/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty357/product/media/images/20220312/10/68498658/92903819/2/2_org_zoom.jpg",""Schüssler Drç Tuzları Nr:9 Natrium Phosphoricum 400 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",52342395,VST8680474330098,Brand,Schüssler,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395,Offer,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395,TRY,275,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,87,38,"2023-12-13 00:07:36",mineral-x-c106093
3156,https://schema.org/,Product,https://www.trendyol.com/suda-collagen/fxone-aromasiz-kolajen-12-g-30-sase-p-131105594#baseproduct,"Suda Collagen Fxone Aromasız Kolajen 12 g 30 Saşe",https://cdn.dsmcdn.com/ty709/product/media/images/20230130/11/269979119/225065115/2/2_org_zoom.png,""Suda Collagen Fxone Aromasız Kolajen 12 g 30 Saşe yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",131105594,5552555200668,Brand,"Suda Collagen",https://www.trendyol.com/suda-collagen/fxone-aromasiz-kolajen-12-g-30-sase-p-131105594,Offer,https://www.trendyol.com/suda-collagen/fxone-aromasiz-kolajen-12-g-30-sase-p-131105594,TRY,384,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,503,315,"2023-12-13 00:07:36",kolajen-x-c109664
3157,https://schema.org/,Product,https://www.trendyol.com/day2day/the-collagen-beauty-elastin-30-tablet-p-46470455#baseproduct,"DAY2DAY The Collagen Beauty Elastin 30 Tablet",https://cdn.dsmcdn.com/ty248/product/media/images/20211115/11/180016272/81855817/1/1_org_zoom.jpg,""DAY2DAY The Collagen Beauty Elastin 30 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",46470455,8697595876114,Brand,DAY2DAY,https://www.trendyol.com/day2day/the-collagen-beauty-elastin-30-tablet-p-46470455,Offer,https://www.trendyol.com/day2day/the-collagen-beauty-elastin-30-tablet-p-46470455,TRY,282,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,564,361,"2023-12-13 00:07:37",kolajen-x-c109664
3158,https://schema.org/,Product,https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249#baseproduct,"One Up Multi Collagen 300 gr Aromasız","https://cdn.dsmcdn.com/ty1003/product/media/images/prod/PIM/20230925/09/f4ebd0a5-381d-4ac7-a55c-8bb3b989c440/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1004/product/media/images/prod/PIM/20230925/09/a3d8db5b-ef17-4195-857d-53f6732c14ac/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1002/product/media/images/prod/PIM/20230925/09/566c6b6d-10a5-4ae0-92b8-e3ee6de74bdf/1_org_zoom.jpg",""One Up Multi Collagen 300 gr Aromasız yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",73702249,8681763382569,Brand,"One Up",https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249,Offer,https://www.trendyol.com/one-up/multi-collagen-300-gr-aromasiz-p-73702249,TRY,349,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,84,45,"2023-12-13 00:07:38",kolajen-x-c109664
3159,https://schema.org/,Product,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920#baseproduct,"Nevfix Magnesium Citrate Magnezyum Vitamin B6 120 Tablet","https://cdn.dsmcdn.com/ty171/product/media/images/20210910/18/128678060/240325764/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty171/product/media/images/20210910/18/128678060/240325764/2/2_org_zoom.jpg",""Nevfix Magnesium Citrate Magnezyum Vitamin B6 120 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",142886920,9252501567852,Brand,Nevfix,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920,Offer,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920,TRY,217.55,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,42,26,"2023-12-13 00:07:39",mineral-x-c106093
3160,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/anti-aging-collagen-complex-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-392143652#baseproduct,"Collagen Forte Platinum Anti-aging Collagen Complex, Hyalüronik Asit, Çinko, Selenyum & Vitamin C, 90 Tablet","https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231004/21/e01d02bd-3bf1-3e1e-8732-dde3f3581395/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231004/21/6bce66db-109b-367e-ab2c-65ff8dcd839c/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/21/a760e996-222b-3e3f-86ea-05554d4caf9e/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum Anti-aging Collagen Complex, Hyalüronik Asit, Çinko, Selenyum & Vitamin C, 90 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",392143652,86823403463562,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/anti-aging-collagen-complex-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-392143652,Offer,https://www.trendyol.com/collagen-forte-platinum/anti-aging-collagen-complex-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-392143652,TRY,177.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,1009,678,"2023-12-13 00:07:40",kolajen-x-c109664
